supernova,type,band,t0,t1,A,B,Tfall,Trise
SN2019fkl,II,G,58625.59749290808,58609.5451295907,230.3293196055092,-114.5639394445118,10.000331090284904,30.002635935563205
SN2016aqw,II,G,57474.08000064835,57444.07999494053,2.7107868305260707,-0.8690706371228356,10.000000004093032,29.999999998740964
SN2018eog,II,G,58405.70613642264,58391.10302465065,204.35154200673858,-101.39354025631914,9.987414669087121,29.944351518199085
SN2018ctr,II,G,58371.9621089805,58328.53629277191,0.4301347961861832,1.0318637832768158,71.27842713394719,10.389010890364702
SN2019oyi,II,G,58701.07973264927,63155.005002695565,52340.26665410766,-26132.096156227577,9.967896544445301,29.854970685819772
SN2019sxm,II,G,58806.73603473082,62381.762945321716,52494.39174681239,-26211.26986559627,9.682394636552132,28.649609080496724
SN2017hlx,II,G,58043.306353254935,58023.46303108226,141.20592155773647,-70.03530917772834,10.007798160083906,30.034648721414417
SN2021aefs,II,G,59729.93358941295,59561.92513135322,2.192622343433989,33.88163073730162,31.571083232135315,10.627032982665186
SN2018gvt,II,G,58421.1996328301,58430.67718883674,373.81420087669875,-186.07574889978136,10.000331708248835,30.001249324526512
SN2021mnj,II,G,59352.615090857136,59368.35677090768,747.9913101078632,-373.13085494000944,10.004576849613862,30.04526942218222
SN2020ute,II,G,59018.44921500387,62599.23704273604,52785.75827316203,-26354.908709039348,5.617660145040085,7.47815042494825
SN2018dz,II,G,58126.783391095894,58108.84280553064,209.52007916232262,-104.17375884479084,10.001063566340186,30.009416107712994
SN2006T,II,i',53787.297402623306,53757.52305175066,0.42433002776100737,-1.004368872695364,10.052129356047733,33.98987021842985
SN2006T,II,r',53775.271143436476,36663.257771845565,1.7447863732215323e-09,2.70460704246316,25.045142955075345,2.138185745238437
SN2017ffq,II,G,57959.81251893551,57934.45786603121,78.37840684879463,-38.648132738558324,10.000154410330214,30.000822804438364
SN2020zpt,II,G,59221.87807765079,63505.96082613397,52855.266917654524,-26389.358791702507,6.559506389595475,12.264254427831428
SN2021agdm,II,G,59599.93022728938,59593.28825534444,0.06617224313893252,0.1734899806191982,13.262689721689645,31.41773522070011
SN2021mqh,II,G,59379.796583053816,59349.73104258649,-0.8195392876372235,-0.6382205365433534,10.000292787176482,30.001830570736402
SN2021aaev,II,G,59452.20626256208,67984.30337175427,52962.502329521805,-25865.265170749633,8.737209261949992,25.85409705917165
SN2018dzc,II,G,58364.194183335836,58372.67189686541,19.510575564309125,12.536411915156407,3.2305323844157665,10.921265479670454
SN2021aged,II,G,59577.80906742921,86380.17861454931,47594.00632562342,-23692.651183231617,9.961112051618526,30.07551903031097
SN2020sje,II_P,G,59099.21851958092,59083.839356783676,177.4955642622043,-88.1580274533121,10.00002241936788,30.00008879053786
SN2018hmx,II_P,G,58446.9404818826,58436.17832900526,266.25707756124285,-132.3483772014664,10.000312690592695,30.000423636158114
SN2019syx,II,G,58790.78778232147,58761.9682545043,13.530845427611077,-6.352844736261778,10.00000166812944,30.000007567228533
SN2019fes,II,G,58623.93032906634,58797.479795135616,3272.4543345607917,-1633.3042566624456,9.913290883427958,29.65354392180738
SN2008cw,II,i',54589.81111915412,54600.395366347286,0.005540414087568965,16.200781466190303,10.08284067855073,99.99999999999991
SN2008cw,II,r',54622.39500811835,54592.806876015035,3.9115649981933744,-1.6195186470564833,10.000034715666501,30.00017462263044
SN2007hv,II_P,i',54375.33421479535,54342.02666772424,0.5168723782828082,-0.1306056085806165,10.35615500266723,30.01726927794097
SN2007hv,II_P,r',54354.58268744221,54331.30951476907,98.08125699067662,-48.51083366411795,10.00618553960835,30.031632912904783
SN2021zaa,II,G,59529.23734,59499.23734,0.8593952475870081,0.42969762379350407,10.0,30.0
SN2019fya,II,G,58496.324709416156,57582.2441649034,3.467722924892197,1.4059915529266107e-06,83.30340431811044,18.029937359073493
SN2019cvz,II,G,58633.42784758161,58603.98365805988,5.982257190655336,-2.5084997850317703,10.005705801278735,30.000759484748798
SN2018cup,II,G,58310.302789037516,61371.36701551301,52058.2250891782,-26024.78181845337,9.978856634799264,30.038834261390967
SN2021qgr,II,G,59324.779226244194,69029.9406519203,52656.33354567676,-25633.062649095144,9.3499158824185,27.91155141888973
SN2018hqt,II,G,58419.67231899596,58397.639481991464,139.24547833289833,-69.05914124893252,10.000064710135486,30.000348345732306
SN2009dd,II,i',54946.36188588605,54915.974989523274,0.4042330486791829,-0.023524772914510717,10.206738314765024,30.129636038066483
SN2009dd,II,r',54944.51468123314,54916.950885121005,6.415185840888991,-2.9784566619151605,10.015440687388901,30.129402833662198
SN2021abqs,II,G,59492.99761804586,59516.27305821937,7.868565621489115,0.013674195566240053,12.670510612051379,99.99998282666161
SN2021txr,II,G,59428.12065612972,59425.52650256995,355.7452270469659,-176.99697585467354,10.000153018502758,30.000201673824336
SN2021msa,II,G,59386.022849773224,59356.139601726645,-0.6183793173828565,-0.19115730633929107,9.969890690734712,29.99764126315732
SN2021ich,II,G,59149.28420594102,64777.78504393761,52967.939991701634,-26079.325409741905,8.426889892460768,24.972837953807478
SN2020fqv,II,G,59019.66415630792,58990.42151549358,14.528752346714759,-6.773204416128514,9.999992972283879,29.999927786113112
SN2006cd,II_P,i',53865.45833087056,53841.34697959541,37.141523319670235,-18.21870817314954,10.001390358054806,30.006676197055388
SN2006cd,II_P,r',53865.44321855141,53838.3395653068,24.562021839460634,-11.906371613187186,10.000778621859824,30.00421447901972
SN2019rfi,II,G,58688.99753781781,67618.2880946969,51916.459862508,-25903.97729149507,7.2708978219616,16.601503540588155
SN2021kdm,II,G,59227.95530366905,59307.14284502545,0.2983456021375165,3.521073799786915,16.59031651033785,99.99943437490131
SN2018fmf,II_P,G,58352.53749257446,58335.58134570361,251.83632021798434,-125.28334016074254,10.000866610225541,30.007296239534615
SN2005lb,II,g',53622.35882521264,53595.40278395448,30.924311721306697,-15.051281174147633,10.002379857302177,30.013573894794153
SN2005lb,II,i',53622.399502839515,53596.7501283516,37.88784612764644,-18.552142912746774,10.003863770317414,30.022728255927795
SN2005lb,II,r',53622.38986301141,53596.55747739859,36.7580272644407,-17.98667103310641,10.003601079572505,30.021160765878022
SN2005lb,II,u',53622.307953523334,53593.62669923597,18.495253480381187,-8.794751045073955,10.001061327447552,30.006506315199392
SN2005lb,II,z',53622.45250630487,53598.81124346814,41.7435817677691,-20.512173916315895,10.005357680580664,30.031268488771452
Gaia15aaf,II,G,57030.145374431566,57003.07088792627,8.093737628545833,-3.7803550222700926,9.999990181745865,29.999928278183365
AT2021ablx,II,G,59512.07490468513,59483.91108097357,17.62265075278625,-8.36412311603067,10.002765314046147,30.03727675213333
SN2021ibn,II,G,59299.53747930645,62506.28816923882,52916.20390718999,-26554.746973310357,8.726792698485621,23.36722384436118
SN2021wqd,II,G,59446.2685990435,59428.24020128456,154.83176906925638,-76.86645822022703,10.000167172683776,30.000966864813325
SN2018dza,II,G,58334.38269757579,58321.788008930205,277.57700195378777,-138.16629650356884,10.000020267549065,30.000049524780405
SN2017bzb,II,G,57846.368316436325,57817.926751233994,26.20525528566043,-12.57931512516276,10.0002330171269,30.00085678768427
SN2018ass,II_P,G,58101.908876930116,64203.04193634132,51944.76222688923,-25516.81833911195,8.847059980193972,26.21740388072347
SN2019bkp,II,G,58552.07776172228,58524.9839286864,12.894765029501297,-6.110910068896823,10.011509379386668,30.001608569875692
SN2019bkg,II,G,58545.80609529761,58527.201322615874,140.02271966079994,-69.49660836795204,10.000039104131556,30.000162046476802
Gaia21cww,II,G,59381.565826425,59362.97257267794,168.09908194545105,-83.49118005873292,10.000039632080545,30.00029290311282
SN2017anf,II,G,57803.11326478796,57777.18756722021,56.46843147370417,-27.715708578792306,10.000018588468016,30.000062570423466
SN2019evh,II,G,58655.18220220117,59619.099572985484,3156.3315424310067,-1574.1371711725224,9.969025992187799,29.982974121322634
SN2020fsb,II,G,58941.21131999798,58922.40877933744,150.062118144652,-74.37334014874851,10.000681470755735,30.000044119640567
SN2017gww,II,G,58090.27499999531,58060.27500008915,5.575804486766153,-2.184668013575086,9.999999999970354,30.000000000009862
SN2020ult,II,G,60449.763319279205,58621.222720289996,297.3929462345891,-172.8700095402742,84.63924823188127,16.51676715681849
SN2021aaxs,II,G,59510.09659535267,59486.92511103789,119.93955485392563,-59.425452740027985,10.000004474658516,30.00001245233797
