supernova,type,redshift,band,n_obs,flux_scale,t0,t1,A,B,Tfall,Trise
SN2006lq,Ia,0.411,z',20,4.6773514128719815e-09,54058.36265158019,54480.188954865625,1.6571263981297135,-3.8931861220722186e-06,2.030896487688493,2.066838519774153
PTF11ai,Ia,0.09,R,72,2.1747032324403464e-08,55572.59548261697,55582.62314168042,1.2601570067464183,0.004225830890076513,12.370251543500475,3.7909871299290323
SN2018zs,Ia,0.04297,i,11,6.871950143556298e-08,57991.809698253855,59244.32702573516,139.4669558270066,3.3118430950056973e-07,35.51902063320376,10.009219196446342
ESSENCEp445,Ia,0.8069,I,58,1.3875223902529188e-09,53463.23256097104,53367.53610167288,3.911189778123433,0.0011696193346190393,6.984569894180874,5.9680152323211235
ESSENCEp445,Ia,0.8069,R,71,7.999816034925029e-10,53136.98155086709,53836.659678019525,-2.8783588016155555e-07,-40.93062192835635,99.99780061675854,99.89591527368344
SN2018grc,Ia,0.027,G,13,9.817479430199844e-08,58380.12340703099,60237.05672800699,0.8865122753912177,1.0308573002782923e-07,37.464923054078305,1.7370051928463974
SN2020acwj,Ia,0.087,G,24,4.920395356814511e-08,59232.12584,59824.44709822516,2.6075237241217526e-10,0.7181272244455064,9.999999999669136,30.000000000109925
SN2007sf,Ia,0.10191,g',18,1.889731054431672e-08,54448.290465493505,54975.49249033429,0.001787079993110115,-2.496517961463618e-06,10.316184635640655,29.978353169647868
SN2007sf,Ia,0.10191,i',17,1.664178856616583e-08,54449.05510035644,54977.431911839914,0.0018659747565842322,-2.495521436965633e-06,10.455804260834684,29.97208428101282
SN2007sf,Ia,0.10191,r',17,2.0342297432117272e-08,54450.151979389666,54977.51141193745,0.00204826801763732,-2.4738333635540298e-06,10.323199826060216,29.973930503327566
SN2007sf,Ia,0.10191,u',15,4.377236379347652e-09,54424.7349386431,54975.313477654796,0.5334043316631177,0.00016157754723082688,2.5981062496099465,0.781820495393587
SN2007sf,Ia,0.10191,z',18,1.0864256236170644e-08,54479.98707882276,54483.87511327546,4.916501773084985,-5.277742267011962e-05,5.22491111438017,4.478992133600541
SN2007mb,Ia,0.194,g',21,3.861890894489884e-09,54380.667112910465,54705.15188267102,8.928236078628377,-7.58408700863889e-06,9.653365630612681,3.3532927161884265
SN2007mb,Ia,0.194,i',19,5.9374504730219545e-09,54380.02107676848,54784.43396205499,3.2205725563831855,-3.83267830877737e-06,19.235753160395454,2.942030138850174
SN2007mb,Ia,0.194,r',20,4.79071130003075e-09,54383.86564971644,54972.434172079804,1.29552205961767,1.145161542211702e-06,15.42532185533608,4.819754535032617
SN2007mb,Ia,0.194,u',20,1.1251229929657657e-09,54389.00321259976,54986.456149269274,6.197958358176,-2.369615122408445e-06,25.5927946673208,99.92804995055252
SN2007mb,Ia,0.194,z',21,3.894036338797163e-09,54394.809188033025,54956.77994670757,1.2245406124407043,6.91633529796608e-07,28.04754821037255,12.894660480721653
