sn_name,sn_type,band,A,phi,sigma,k
SN2017jfs,IIn,G,0.6359857362092364,58136.12528974484,86.83706811214365,0.17425034078037288
SN2021acya,IIn,G,1.2419810343363271,59561.32334000001,103.88686268546452,0.10000000000000002
SN2019sxv,IIn,G,1.0703681573720532,58769.987180000004,25.708881426692866,0.9454202904954059
SN2019zrk,IIn,G,1.4454626806943285,58959.32784044012,25.20865606750155,0.2837103036414129
SN2021fpn,IIn,G,1.2565772489702685,59317.983980000005,46.36358389319935,0.10192011099102187
SN2017djq,IIn,G,1.2987377928337343,57898.86286000003,22.013810216861955,0.10000000037825872
Gaia16bug,IIn,G,1.236606747632027,57735.52313000001,110.82153872924532,0.10000000000001441
SN2008B,IIn,i',1.2870691317296525,54540.49760000001,24.328381941649784,0.10000000112212808
SN2008B,IIn,r',1.2811091739108385,54540.499930000005,29.44089874827772,0.10000000000081866
SN2021rll,IIn,G,1.140818203786175,59416.46918000001,97.1859156627058,0.10000000000000002
SN2019alr,IIn,G,1.2196927611962998,58642.33007000001,100.88842896232678,0.10000000000000002
SN2017gra,IIn,G,1.3593632128992386,58025.30065973909,97.59896733216682,0.10000000000000002
SN2019dvv,IIn,G,1.047149859493009,58610.823898097566,7.134484010895985,3.2185907914669407
SN2020fhw,IIn,G,1.3666768583516693,59015.94255992024,12.52588857056333,0.9583846104653777
SN2020uaq,IIn,G,1.286284617692676,59111.38473285684,66.61772124206117,0.11165139498146495
SN2018hse,IIn,G,1.1809703121765465,58466.539430000004,84.15017816014453,0.10000000000000002
SN2017cik,IIn,G,0.802515453246261,57856.54887530335,7.196840291920254,1.6607032368332222
SN2006dn,IIn,G,0.20237244763674347,58403.870963079884,17.72379273548684,2.16174235076633
SN2016fir,IIn,G,1.2947757688034647,57707.687560000006,163.19129110323462,0.10000000000000002
SN2018aqn,IIn,G,1.2529672480394218,58272.14490000001,36.978770941912295,0.10000000000000067
SN2019krt,IIn,G,1.250376260163067,58697.59721000001,54.38621732617032,0.1000000000000066
SN2019mtk,IIn,G,1.5332017721660371,58924.094540000006,156.5480802200345,0.17421942112349112
SN2018kyv,IIn,G,0.8669904202574822,58499.85711923393,17.578110503101755,1.6891899389844665
SN2017hcc,IIn,G,1.0,58085.76721,224.1488033333335,2.0
SN2021wwp,IIn,G,2.4317624281380446,59509.690656652754,15.861774561215626,0.4172185621961677
SN2017djg,IIn,G,1.0,57868.01118,299.2904750000004,2.0
SN2007pk,IIn,i',1.2239808842370767,54418.956846493325,61.59489319347062,0.10000000000001157
SN2007pk,IIn,r',1.3110541996106224,54415.081104507386,48.116113499277816,0.20912426537840534
SN2007cm,IIn,i',1.2732850487649519,54246.82272330694,35.98003437880954,0.13437032317697725
SN2007cm,IIn,r',1.2196475076960756,54246.66492940719,39.56685944136509,0.10000000000000579
SN2021uha,IIn,G,1.2461408578559547,59418.915980000005,34.510378054666305,0.10000000000030058
SN2018bih,IIn,G,1.821462294291329,58248.26896276211,22.25382640181531,0.768539917450486
SN2021wil,IIn,G,1.616072104698295,59440.68068000002,23.273700813666768,0.5109462204497897
SN2019qem,IIn,G,1.0333449018785619,58750.09047000001,179.04490315579494,0.10000000000000002
SN2007jm,IIn,g',1.1859948946287855,54341.20912000001,177.2921575447268,0.10000000000000002
SN2007jm,IIn,i',1.3356011711160862,54341.2066300004,199.9999999992354,0.13879827207065376
SN2007jm,IIn,r',1.1777863085176008,54341.20580000001,139.81456500276207,0.10000000000000002
SN2007jm,IIn,u',1.0798209126916076,54380.41049236404,32.08782604442979,0.3549868708152613
SN2007jm,IIn,z',1.1532928343385902,54341.20829000001,191.90049753949233,0.10000000000000002
SN2020rc,IIn,G,1.1998762677683874,58863.33245000001,97.74741835055208,0.10000000000000002
