sn_name,sn_type,band,A,phi,sigma,k
SDSS-II SN 16085,Ib_c,r',1.3870906062221149,54029.27187165161,21.57033999466644,0.3756221824981556
SDSS-II SN 16085,Ib_c,u',0.44309280720923117,54038.63571162907,2.5631155178430785,1.802217655418901
SDSS-II SN 16085,Ib_c,z',1.1969687047824278,54029.28019714838,25.225075660934902,0.10549757839783241
SN2005cy,Ib,G,2.409542780360067,58203.01229481566,23.130585221165212,0.10000864957027766
SN2019qwo,Ib,G,87.5478867116634,58750.807210002415,1.8891133897917272,2.0000000118321006
SN2020dhm,Ic,G,1.073304354831915,58935.34104000001,59.63110197040562,0.10000000000000002
2007rz,Ic,i',1.127498989332648,54449.28029000001,24.936491020476744,0.10000000000000002
2007rz,Ic,r',1.1209493965240576,54449.282620000005,23.67237576664342,0.10000000000000002
SN2021rfs,Ib,G,1.4129230817034177,59406.67895974423,13.919807231260515,0.10000007176852486
SN2018dbg,Ib_c,G,1.2335994165664417,58303.25925000018,23.872603322933358,0.1000000014394256
SN2007I,Ic,i',1.219434679032482,54121.411980000004,39.14807253940465,0.10000000000000002
SN2007I,Ic,r',1.1889988141851098,54121.41360000001,29.827468617843707,0.10000000000000016
SN2021qzp,Ib_c,G,0.04089479640037667,59417.58949144601,3.1148216174283867,3.24809228781281
2007aw,Ic,i',1.4289337632592087,54180.25992009162,14.76958935933301,0.2228361125711157
2007aw,Ic,r',1.4359667966259575,54180.26222000182,13.787493214445158,0.10000000031421276
SN2016bkj,Ib,G,0.6581848063624186,57477.38285365645,4.884143619357907,1.3931752016073136
SN2006lc,Ib_c,g',1.4091342580852475,54034.45942136492,8.868599417235073,0.5270905873038529
SN2006lc,Ib_c,i',1.495840914842719,54035.53253761042,16.57899867896654,0.31266179078390605
SN2006lc,Ib_c,r',1.4261732369001834,54034.842878603355,12.359886889717576,0.4573114049728659
SN2006lc,Ib_c,u',1.5099447796300496,54036.18957113873,6.786991958622034,0.10000106593181082
SN2006lc,Ib_c,z',0.09537889339542535,54024.123202185234,8.43796411547953,2.500209879149744
SN2018alc,Ib,G,1.2509616689296663,58237.99957000001,53.78185207626944,0.10000000000000002
SN2019klq,Ib,G,1.2445201978936007,58684.840010000014,34.743090162028466,0.10000000005053666
SN2017ihf,Ib,G,1.2649628777631114,58079.564510000004,25.601757022807725,0.10000000000000002
SN2019rlw,Ib,G,1.2294489455733577,58773.29385000001,45.053570153895954,0.1000000000050823
SDSS-II SN 6520,Ib_c,g',0.012484008837462904,53659.23767000001,7.099531478418359,3.4379416167198142
SDSS-II SN 6520,Ib_c,i',0.6367705811743705,53689.631994775096,6.862258487472142,1.2850573013237034
SDSS-II SN 6520,Ib_c,r',0.616646114038501,53687.48470858527,7.998339832662079,1.2482089485202996
SDSS-II SN 6520,Ib_c,u',0.2505828223287775,53691.32610785757,11.712431917965889,0.5326582003766297
SDSS-II SN 6520,Ib_c,z',0.913341961941196,53676.261302464,61.5387478978928,0.10000000000104772
SN2006ir,Ib_c,i',1.1723428904605977,54011.252080000006,33.73596765647638,0.10000000000000002
SN2006ir,Ib_c,r',1.193637009705822,54011.25439000001,36.72446251831427,0.10000000000000002
2006ck,Ic,i',1.2827939104763773,53874.27072000001,23.81282248106775,0.10000000000000002
2006ck,Ic,r',1.2139157744140332,53874.27302000001,27.658991348067502,0.10000000000000002
2007uy,Ib-pec,i',1.3314056021958296,54473.71288996135,25.1177513685656,0.29693998392619136
2007uy,Ib-pec,r',1.3334720117132732,54473.65939218053,20.386716757124553,0.3288364502082532
2006ep,Ib,i',1.3888229864137147,53979.38378604433,20.150558495597533,0.38818545470473237
2006ep,Ib,r',1.4453825111256555,53984.341722799014,18.445894709663445,0.1000000000015231
SN2006jx,Ib,g',1.1984873390222752,54019.482186831905,7.629864004381643,0.10000000000000035
SN2006jx,Ib,i',0.4058911898200613,54003.45716000001,16.20394139011187,1.60696210930907
SN2006jx,Ib,r',1.4436490908025477,54029.10357944238,9.803184141532636,0.27098055485808614
SN2006jx,Ib,u',1.0,54065.39815,9.490026666666381,2.0
SN2006jx,Ib,z',0.2859104938804555,54034.97819303468,8.312694057048368,1.4832302012218785
SN2021lvb,Ib,G,1.3743522748625376,59346.42397371119,29.621185013881203,0.23813897308298745
SDSS-II SN 17312,Ib_c,g',0.34630835136217847,54353.80816101385,43.28529328314142,0.4759751926143136
SDSS-II SN 17312,Ib_c,i',1.0330619541772637,54341.41876000001,27.03197588783093,0.10000000000000002
SDSS-II SN 17312,Ib_c,r',1.0818446173394043,54341.41793000001,18.51305371822297,0.10000000000000002
SDSS-II SN 17312,Ib_c,u',0.9173454861689476,54403.34444386059,17.56401612946082,0.2480831437734459
SDSS-II SN 17312,Ib_c,z',1.0476090419772726,54341.42042000001,43.887360496746396,0.10000000000000013
2005kf,Ic,i',1.306490466002497,53722.28790000001,37.15202597448376,0.14928675379205045
2005kf,Ic,r',1.2254642321225102,53722.28560000001,47.286920668610264,0.10000000001010338
SDSS-II SN 22282,Ib_c,g',0.643087118343539,54381.406331299804,59.59436370122923,0.15511458788723786
SDSS-II SN 22282,Ib_c,i',0.9538623634956885,54346.38994890647,13.467926447746839,0.2012103471657874
SDSS-II SN 22282,Ib_c,r',0.32303848303535804,54396.26695604841,67.54069195315518,0.10040724261643763
SDSS-II SN 22282,Ib_c,u',0.6243276840885709,54384.384411065505,16.620548057105296,0.6060702175396308
SDSS-II SN 22282,Ib_c,z',0.588717170249657,54346.39127610682,178.33137755127532,0.16522263596750672
SN2007cl,Ic,i',1.3979808326876813,54245.255840341146,18.281511507262127,0.39057675709171696
SN2007cl,Ic,r',1.3696894019035126,54245.02570000072,14.64073841099841,0.4468892316795788
SDSS-II SN 20301,Ib_c,g',0.09829158209334594,54381.43018000001,6.920156454270435,2.449369358578194
SDSS-II SN 20301,Ib_c,i',1.0148495779886637,54403.30593303918,28.45561005757308,0.10000000000090421
SDSS-II SN 20301,Ib_c,r',1.0236211446909613,54392.14223347713,39.90082838935384,0.13301976038147534
SDSS-II SN 20301,Ib_c,u',1.0639239805097527e-15,54393.28690488544,2.0943882794267408,12.978347823593507
SDSS-II SN 20301,Ib_c,z',0.08925080458014434,54408.65408343456,3.056311389325787,2.473961128589304
